node_id,package_spec,conflicting_nodes
comfyui-colorwheel,pillow pillow==10.4.0,comfyui_creepy_nodes:pillow==11.0.0; interior-design-for-comfyui:pillow==11.2.1; ComfyUI-RabbitMQ-Publisher:pillow==11.0.0; comfyui-structured-outputs:pillow==11.1.0; StableDesign-for-ComfyUI:pillow==11.2.1; Openrouter-Node:pillow==9.5.0; ViewCrafter-ComfyUI:pillow==9.4.0; ComfyUI-SceneGenerator:pillow==9.0.1; Gecco-Discord-Autosend:pillow==9.5.0; ComfyUI_SemanticSAM:pillow==9.4.0; ComfyUI-AutoTrimBG:pillow==8.4.0
comfyui-colorwheel,torch torch==2.4.1,ComfyUI-AutoTrimBG:torch==1.10.0; ComfyUI-SceneGenerator:torch==1.13.1
comfyui-elegant-resource-monitor,flask flask==3.0.3,petty-paint-comfyui-node:flask==2.1.2
comfyui-elegant-resource-monitor,markupsafe markupsafe==2.1.5,promptprism:markupsafe==3.0.2; comfyui-structured-outputs:markupsafe==3.0.2
comfyui-elegant-resource-monitor,psutil psutil==6.0.0,ComfyUI-DeepFuze:psutil==5.9.8; objectfusion_comfyui_nodes:psutil==5.9.0; ComfyUI-LivePortrait_v2:psutil==5.9.8; ComfyUI-aichemy-nodes:psutil==5.9.7; ComfyUI-MotionCtrl-SVD:psutil==5.9.5; ComfyUI-MotionCtrl:psutil==5.9.5; comfyui_visual_anagrams:psutil==5.9.5; ComfyUI-LivePortrait_v3:psutil==5.9.8
comfyui-fal-api-flux,numpy numpy==2.1.1,ComfyUI_CrossImageAttention:numpy==1.24.1; ComfyUI-LivePortrait_v2:numpy==1.26.4; ComfyUI-Turtle_Graphics_Demos:numpy==1.26.4; ComfyUI-LivePortrait_v3:numpy==1.26.4; FireRedTTS-ComfyUI:numpy==1.26.4; diffusion360_comfyui:numpy==1.23.5; ComfyUI-aichemy-nodes:numpy==1.26.3; ComfyUI-MARS5-TTS:numpy==1.26.4; ComfyUI-SceneGenerator:numpy==1.23.1; comfyui-colorwheel:numpy==1.26.4; ComfyUI_MaskGCT:numpy==1.26.0; comfyui-unianimate-w:numpy==1.26.0; Gecco-Discord-Autosend:numpy==1.24.3; katalist-ai_comfyUI-nsfw-detection:numpy==1.26.4; comfyui-impact-subpack:numpy==1.26.4; F5-TTS-ComfyUI:numpy==1.26.4; comfyui-reactor:numpy==1.26.3; ComfyUI-Allegro:numpy==1.24.4; comfyui-stringsandthings:numpy==1.26.4; Comfyui_CXH_Phi_3.5:numpy==1.24.4; ComfyUI-StyleStudio:numpy==1.26.4; comfyui_visual_anagrams:numpy==1.23.5; FitDiT-ComfyUI:numpy==1.23.0; StableDesign-for-ComfyUI:numpy==1.26.4; ComfyUI-AutoTrimBG:numpy==1.21.2; comfyui_glm4_wrapper:numpy==1.26.4; interior-design-for-comfyui:numpy==1.26.4; ComfyUI-DeepFuze:numpy==1.26.4; sketch2manga:numpy==1.26.4; ViewCrafter-ComfyUI:numpy==1.23.5; ComfyUI-RVC:numpy==1.23.5; sd-lora-trainer:numpy==1.26.4; comfyui-triposg:numpy==1.22.3; comfyui_slk_joy_caption_two:numpy==1.26.4; ComfyUI_SemanticSAM:numpy==1.23.5
comfyui-googletrans,anyio anyio==3.7.1,ComfyUI-LivePortrait_v2:anyio==4.4.0; promptprism:anyio==4.7.0; comfyui-structured-outputs:anyio==4.8.0; ComfyUI-LivePortrait_v3:anyio==4.4.0
comfyui-googletrans,certifi certifi==2024.8.30,comfyui_visual_anagrams:certifi==2022.12.7; ComfyUI-aichemy-nodes:certifi==2023.11.17
comfyui-googletrans,httpcore httpcore==0.17.3,ComfyUI-LivePortrait_v2:httpcore==1.0.5; promptprism:httpcore==1.0.7; comfyui-structured-outputs:httpcore==1.0.7; ComfyUI-LivePortrait_v3:httpcore==1.0.5
comfyui-idm-vton,accelerate accelerate==0.30.0,Comfyui_joy-caption-alpha-two:accelerate==1.1.1; interior-design-for-comfyui:accelerate==1.6.0; comfyui-mvadapter:accelerate==1.1.1; comfyui_if_memoavatar:accelerate==1.1.1; StableDesign-for-ComfyUI:accelerate==1.6.0
comfyui-idm-vton,torchmetrics torchmetrics==1.4.0,ComfyUI_SemanticSAM:torchmetrics==0.6.0; ComfyUI-Flowty-LDSR:torchmetrics==0.11.4
comfyui-impact-subpack,numpy numpy==1.26.4,comfyui_creepy_nodes:numpy==2.0.0; comfyui-fal-api-flux:numpy==2.1.1; Comfyui_mobilesam:numpy==2.1.2; comfyui-seamless-clone:numpy==2.2.0; ComfyUI-RabbitMQ-Publisher:numpy==2.1.3; comfyui-scene-composer:numpy==2.1.2; comfyui-structured-outputs:numpy==2.2.2; comfyui-prompt-factory:numpy==2.1.3
comfyui-kandinsky22,accelerate accelerate==0.27.2,Comfyui_joy-caption-alpha-two:accelerate==1.1.1; interior-design-for-comfyui:accelerate==1.6.0; comfyui-mvadapter:accelerate==1.1.1; comfyui_if_memoavatar:accelerate==1.1.1; StableDesign-for-ComfyUI:accelerate==1.6.0
comfyui-mvadapter,accelerate accelerate==1.1.1,fooocus_nodes:accelerate==0.32.1; comfyui-kandinsky22:accelerate==0.27.2; Comfyui-MusePose:accelerate==0.29.3; ComfyUI_CrossImageAttention:accelerate==0.20.3; ComfyUI-MusePose-Remaster:accelerate==0.29.3; objectfusion_comfyui_nodes:accelerate==0.33.0; comfyui_magicquill_fixed:accelerate==0.33.0; ComfyUI-LivePortrait_v2:accelerate==0.34.2; ComfyUI_MagicQuill:accelerate==0.33.0; ComfyUI-Allegro:accelerate==0.33.0; ComfyUI-moondream:accelerate==0.25.0; Comfyui_CXH_Phi_3.5:accelerate==0.30.0; comfyui-idm-vton:accelerate==0.30.0; Lora-Training-in-Comfy:accelerate==0.23.0; comfyui_visual_anagrams:accelerate==0.23.0; FitDiT-ComfyUI:accelerate==0.31.0; ComfyUI-PhotoDoodle:accelerate==0.33.0; ComfyUI-LivePortrait_v3:accelerate==0.34.2
comfyui-nsfw-detection,pillow pillow==10.3.0,comfyui_creepy_nodes:pillow==11.0.0; interior-design-for-comfyui:pillow==11.2.1; ComfyUI-RabbitMQ-Publisher:pillow==11.0.0; comfyui-structured-outputs:pillow==11.1.0; StableDesign-for-ComfyUI:pillow==11.2.1; Openrouter-Node:pillow==9.5.0; ViewCrafter-ComfyUI:pillow==9.4.0; ComfyUI-SceneGenerator:pillow==9.0.1; Gecco-Discord-Autosend:pillow==9.5.0; ComfyUI_SemanticSAM:pillow==9.4.0; ComfyUI-AutoTrimBG:pillow==8.4.0
comfyui-prompt-factory,numpy numpy==2.1.3,ComfyUI_CrossImageAttention:numpy==1.24.1; ComfyUI-LivePortrait_v2:numpy==1.26.4; ComfyUI-Turtle_Graphics_Demos:numpy==1.26.4; ComfyUI-LivePortrait_v3:numpy==1.26.4; FireRedTTS-ComfyUI:numpy==1.26.4; diffusion360_comfyui:numpy==1.23.5; ComfyUI-aichemy-nodes:numpy==1.26.3; ComfyUI-MARS5-TTS:numpy==1.26.4; ComfyUI-SceneGenerator:numpy==1.23.1; comfyui-colorwheel:numpy==1.26.4; ComfyUI_MaskGCT:numpy==1.26.0; comfyui-unianimate-w:numpy==1.26.0; Gecco-Discord-Autosend:numpy==1.24.3; katalist-ai_comfyUI-nsfw-detection:numpy==1.26.4; comfyui-impact-subpack:numpy==1.26.4; F5-TTS-ComfyUI:numpy==1.26.4; comfyui-reactor:numpy==1.26.3; ComfyUI-Allegro:numpy==1.24.4; comfyui-stringsandthings:numpy==1.26.4; Comfyui_CXH_Phi_3.5:numpy==1.24.4; ComfyUI-StyleStudio:numpy==1.26.4; comfyui_visual_anagrams:numpy==1.23.5; FitDiT-ComfyUI:numpy==1.23.0; StableDesign-for-ComfyUI:numpy==1.26.4; ComfyUI-AutoTrimBG:numpy==1.21.2; comfyui_glm4_wrapper:numpy==1.26.4; interior-design-for-comfyui:numpy==1.26.4; ComfyUI-DeepFuze:numpy==1.26.4; sketch2manga:numpy==1.26.4; ViewCrafter-ComfyUI:numpy==1.23.5; ComfyUI-RVC:numpy==1.23.5; sd-lora-trainer:numpy==1.26.4; comfyui-triposg:numpy==1.22.3; comfyui_slk_joy_caption_two:numpy==1.26.4; ComfyUI_SemanticSAM:numpy==1.23.5
comfyui-reactor,numpy numpy==1.26.3,comfyui_creepy_nodes:numpy==2.0.0; comfyui-fal-api-flux:numpy==2.1.1; Comfyui_mobilesam:numpy==2.1.2; comfyui-seamless-clone:numpy==2.2.0; ComfyUI-RabbitMQ-Publisher:numpy==2.1.3; comfyui-scene-composer:numpy==2.1.2; comfyui-structured-outputs:numpy==2.2.2; comfyui-prompt-factory:numpy==2.1.3
comfyui-scene-composer,attrs attrs==24.2.0,comfyui_visual_anagrams:attrs==23.1.0; comfyui-structured-outputs:attrs==25.1.0
comfyui-scene-composer,numpy numpy==2.1.2,ComfyUI_CrossImageAttention:numpy==1.24.1; ComfyUI-LivePortrait_v2:numpy==1.26.4; ComfyUI-Turtle_Graphics_Demos:numpy==1.26.4; ComfyUI-LivePortrait_v3:numpy==1.26.4; FireRedTTS-ComfyUI:numpy==1.26.4; diffusion360_comfyui:numpy==1.23.5; ComfyUI-aichemy-nodes:numpy==1.26.3; ComfyUI-MARS5-TTS:numpy==1.26.4; ComfyUI-SceneGenerator:numpy==1.23.1; comfyui-colorwheel:numpy==1.26.4; ComfyUI_MaskGCT:numpy==1.26.0; comfyui-unianimate-w:numpy==1.26.0; Gecco-Discord-Autosend:numpy==1.24.3; katalist-ai_comfyUI-nsfw-detection:numpy==1.26.4; comfyui-impact-subpack:numpy==1.26.4; F5-TTS-ComfyUI:numpy==1.26.4; comfyui-reactor:numpy==1.26.3; ComfyUI-Allegro:numpy==1.24.4; comfyui-stringsandthings:numpy==1.26.4; Comfyui_CXH_Phi_3.5:numpy==1.24.4; ComfyUI-StyleStudio:numpy==1.26.4; comfyui_visual_anagrams:numpy==1.23.5; FitDiT-ComfyUI:numpy==1.23.0; StableDesign-for-ComfyUI:numpy==1.26.4; ComfyUI-AutoTrimBG:numpy==1.21.2; comfyui_glm4_wrapper:numpy==1.26.4; interior-design-for-comfyui:numpy==1.26.4; ComfyUI-DeepFuze:numpy==1.26.4; sketch2manga:numpy==1.26.4; ViewCrafter-ComfyUI:numpy==1.23.5; ComfyUI-RVC:numpy==1.23.5; sd-lora-trainer:numpy==1.26.4; comfyui-triposg:numpy==1.22.3; comfyui_slk_joy_caption_two:numpy==1.26.4; ComfyUI_SemanticSAM:numpy==1.23.5
comfyui-seamless-clone,numpy numpy==2.2.0,ComfyUI_CrossImageAttention:numpy==1.24.1; ComfyUI-LivePortrait_v2:numpy==1.26.4; ComfyUI-Turtle_Graphics_Demos:numpy==1.26.4; ComfyUI-LivePortrait_v3:numpy==1.26.4; FireRedTTS-ComfyUI:numpy==1.26.4; diffusion360_comfyui:numpy==1.23.5; ComfyUI-aichemy-nodes:numpy==1.26.3; ComfyUI-MARS5-TTS:numpy==1.26.4; ComfyUI-SceneGenerator:numpy==1.23.1; comfyui-colorwheel:numpy==1.26.4; ComfyUI_MaskGCT:numpy==1.26.0; comfyui-unianimate-w:numpy==1.26.0; Gecco-Discord-Autosend:numpy==1.24.3; katalist-ai_comfyUI-nsfw-detection:numpy==1.26.4; comfyui-impact-subpack:numpy==1.26.4; F5-TTS-ComfyUI:numpy==1.26.4; comfyui-reactor:numpy==1.26.3; ComfyUI-Allegro:numpy==1.24.4; comfyui-stringsandthings:numpy==1.26.4; Comfyui_CXH_Phi_3.5:numpy==1.24.4; ComfyUI-StyleStudio:numpy==1.26.4; comfyui_visual_anagrams:numpy==1.23.5; FitDiT-ComfyUI:numpy==1.23.0; StableDesign-for-ComfyUI:numpy==1.26.4; ComfyUI-AutoTrimBG:numpy==1.21.2; comfyui_glm4_wrapper:numpy==1.26.4; interior-design-for-comfyui:numpy==1.26.4; ComfyUI-DeepFuze:numpy==1.26.4; sketch2manga:numpy==1.26.4; ViewCrafter-ComfyUI:numpy==1.23.5; ComfyUI-RVC:numpy==1.23.5; sd-lora-trainer:numpy==1.26.4; comfyui-triposg:numpy==1.22.3; comfyui_slk_joy_caption_two:numpy==1.26.4; ComfyUI_SemanticSAM:numpy==1.23.5
comfyui-seamless-clone,torch torch==2.5.1,ComfyUI-AutoTrimBG:torch==1.10.0; ComfyUI-SceneGenerator:torch==1.13.1
comfyui-seggpt,timm timm==0.6.7,Comfyui_mobilesam:timm==1.0.9; sd-lora-trainer:timm==1.0.8; fooocus_nodes:timm==1.0.7
comfyui-stringsandthings,numpy numpy==1.26.4,comfyui_creepy_nodes:numpy==2.0.0; comfyui-fal-api-flux:numpy==2.1.1; Comfyui_mobilesam:numpy==2.1.2; comfyui-seamless-clone:numpy==2.2.0; ComfyUI-RabbitMQ-Publisher:numpy==2.1.3; comfyui-scene-composer:numpy==2.1.2; comfyui-structured-outputs:numpy==2.2.2; comfyui-prompt-factory:numpy==2.1.3
comfyui-stringsandthings,pillow pillow==10.3.0,comfyui_creepy_nodes:pillow==11.0.0; interior-design-for-comfyui:pillow==11.2.1; ComfyUI-RabbitMQ-Publisher:pillow==11.0.0; comfyui-structured-outputs:pillow==11.1.0; StableDesign-for-ComfyUI:pillow==11.2.1; Openrouter-Node:pillow==9.5.0; ViewCrafter-ComfyUI:pillow==9.4.0; ComfyUI-SceneGenerator:pillow==9.0.1; Gecco-Discord-Autosend:pillow==9.5.0; ComfyUI_SemanticSAM:pillow==9.4.0; ComfyUI-AutoTrimBG:pillow==8.4.0
comfyui-stringsandthings,torch torch==2.5.1,ComfyUI-AutoTrimBG:torch==1.10.0; ComfyUI-SceneGenerator:torch==1.13.1
comfyui-structured-outputs,anyio anyio==4.8.0,ComfyUI-Image-Harmonizer:anyio==3.7.1; comfyui-googletrans:anyio==3.7.1; ComfyUI_Sticker_Compositer:anyio==3.7.1
comfyui-structured-outputs,attrs attrs==25.1.0,ComfyUI-LivePortrait_v2:attrs==24.2.0; promptprism:attrs==24.3.0; comfyui-scene-composer:attrs==24.2.0; ComfyUI-LivePortrait_v3:attrs==24.2.0; comfyui_visual_anagrams:attrs==23.1.0
comfyui-structured-outputs,certifi certifi==2024.12.14,comfyui_visual_anagrams:certifi==2022.12.7; ComfyUI-aichemy-nodes:certifi==2023.11.17
comfyui-structured-outputs,charset-normalizer charset-normalizer==3.4.1,comfyui_visual_anagrams:charset-normalizer==2.1.1
comfyui-structured-outputs,fsspec fsspec==2024.12.0,ComfyUI-aichemy-nodes:fsspec==2023.12.2; comfyui_visual_anagrams:fsspec==2023.12.0
comfyui-structured-outputs,httpcore httpcore==1.0.7,ComfyUI-Image-Harmonizer:httpcore==0.17.3; comfyui-googletrans:httpcore==0.17.3; ComfyUI_Sticker_Compositer:httpcore==0.17.3
comfyui-structured-outputs,markupsafe markupsafe==3.0.2,ComfyUI-aichemy-nodes:markupsafe==2.1.3; ComfyUI-LivePortrait_v2:markupsafe==2.1.5; comfyui-elegant-resource-monitor:markupsafe==2.1.5; comfyui_visual_anagrams:markupsafe==2.1.3; ComfyUI-LivePortrait_v3:markupsafe==2.1.5
comfyui-structured-outputs,numpy numpy==2.2.2,ComfyUI_CrossImageAttention:numpy==1.24.1; ComfyUI-LivePortrait_v2:numpy==1.26.4; ComfyUI-Turtle_Graphics_Demos:numpy==1.26.4; ComfyUI-LivePortrait_v3:numpy==1.26.4; FireRedTTS-ComfyUI:numpy==1.26.4; diffusion360_comfyui:numpy==1.23.5; ComfyUI-aichemy-nodes:numpy==1.26.3; ComfyUI-MARS5-TTS:numpy==1.26.4; ComfyUI-SceneGenerator:numpy==1.23.1; comfyui-colorwheel:numpy==1.26.4; ComfyUI_MaskGCT:numpy==1.26.0; comfyui-unianimate-w:numpy==1.26.0; Gecco-Discord-Autosend:numpy==1.24.3; katalist-ai_comfyUI-nsfw-detection:numpy==1.26.4; comfyui-impact-subpack:numpy==1.26.4; F5-TTS-ComfyUI:numpy==1.26.4; comfyui-reactor:numpy==1.26.3; ComfyUI-Allegro:numpy==1.24.4; comfyui-stringsandthings:numpy==1.26.4; Comfyui_CXH_Phi_3.5:numpy==1.24.4; ComfyUI-StyleStudio:numpy==1.26.4; comfyui_visual_anagrams:numpy==1.23.5; FitDiT-ComfyUI:numpy==1.23.0; StableDesign-for-ComfyUI:numpy==1.26.4; ComfyUI-AutoTrimBG:numpy==1.21.2; comfyui_glm4_wrapper:numpy==1.26.4; interior-design-for-comfyui:numpy==1.26.4; ComfyUI-DeepFuze:numpy==1.26.4; sketch2manga:numpy==1.26.4; ViewCrafter-ComfyUI:numpy==1.23.5; ComfyUI-RVC:numpy==1.23.5; sd-lora-trainer:numpy==1.26.4; comfyui-triposg:numpy==1.22.3; comfyui_slk_joy_caption_two:numpy==1.26.4; ComfyUI_SemanticSAM:numpy==1.23.5
comfyui-structured-outputs,nvidia-cudnn-cu12 nvidia-cudnn-cu12==9.1.0.70,ComfyUI-LivePortrait_v2:nvidia-cudnn-cu12==8.9.2.26; comfyui_visual_anagrams:nvidia-cudnn-cu12==8.9.6.50; ComfyUI-LivePortrait_v3:nvidia-cudnn-cu12==8.9.2.26
comfyui-structured-outputs,pillow pillow==11.1.0,ComfyUI-Simple_QR_Codes:pillow==10.4.0; ComfyUI_CrossImageAttention:pillow==10.1.0; objectfusion_comfyui_nodes:pillow==10.4.0; ComfyUI-LivePortrait_v2:pillow==10.4.0; ComfyUI-aichemy-nodes:pillow==10.2.0; ComfyUI-Flowty-TripoSR:pillow==10.1.0; ComfyUI-Turtle_Graphics_Demos:pillow==10.4.0; comfyui-nsfw-detection:pillow==10.3.0; comfyui-colorwheel:pillow==10.4.0; secureapicall:pillow==10.1.0; comfyui-stringsandthings:pillow==10.3.0; comfyui_dagthomas:pillow==10.4.0; Comfyui_CXH_Phi_3.5:pillow==10.3.0; ComfyUI-SmartCrop:pillow==10.3.0; ComfyUI-NSFW-Check:pillow==10.2.0; comfyui_visual_anagrams:pillow==10.1.0; ComfyUI-LivePortrait_v3:pillow==10.4.0; Openrouter-Node:pillow==9.5.0; ViewCrafter-ComfyUI:pillow==9.4.0; ComfyUI-SceneGenerator:pillow==9.0.1; Gecco-Discord-Autosend:pillow==9.5.0; ComfyUI_SemanticSAM:pillow==9.4.0; ComfyUI-AutoTrimBG:pillow==8.4.0
comfyui-structured-outputs,setuptools setuptools==75.8.0,sd-lora-trainer:setuptools==70.3.0
comfyui-structured-outputs,torch torch==2.5.1,ComfyUI-AutoTrimBG:torch==1.10.0; ComfyUI-SceneGenerator:torch==1.13.1
comfyui-structured-outputs,triton triton==3.1.0,ComfyUI-LivePortrait_v2:triton==2.3.0; ComfyUI_Seg_VITON:triton==2.0.0; ComfyUI-LivePortrait_v3:triton==2.3.0
comfyui-structured-outputs,urllib3 urllib3==2.3.0,comfyui_visual_anagrams:urllib3==1.26.13; ComfyUI-MusePose-Remaster:urllib3==1.26.9; Comfyui-MusePose:urllib3==1.26.9
comfyui-styles_csv_loader_zh,googletrans googletrans==4.0.0-rc1,comfyui_simpletools:googletrans==3.1.0a0
comfyui-triposg,numpy numpy==1.22.3,comfyui_creepy_nodes:numpy==2.0.0; comfyui-fal-api-flux:numpy==2.1.1; Comfyui_mobilesam:numpy==2.1.2; comfyui-seamless-clone:numpy==2.2.0; ComfyUI-RabbitMQ-Publisher:numpy==2.1.3; comfyui-scene-composer:numpy==2.1.2; comfyui-structured-outputs:numpy==2.2.2; comfyui-prompt-factory:numpy==2.1.3
comfyui-unianimate-w,numpy numpy==1.26.0,comfyui_creepy_nodes:numpy==2.0.0; comfyui-fal-api-flux:numpy==2.1.1; Comfyui_mobilesam:numpy==2.1.2; comfyui-seamless-clone:numpy==2.2.0; ComfyUI-RabbitMQ-Publisher:numpy==2.1.3; comfyui-scene-composer:numpy==2.1.2; comfyui-structured-outputs:numpy==2.2.2; comfyui-prompt-factory:numpy==2.1.3
comfyui-unianimate-w,pytorch_lightning pytorch_lightning==2.3.0,ComfyUI-ToonCrafter:pytorch_lightning==1.9.3
comfyui-unianimate-w,torchmetrics torchmetrics==1.3.0.post0,ComfyUI_SemanticSAM:torchmetrics==0.6.0; ComfyUI-Flowty-LDSR:torchmetrics==0.11.4
comfyui_creepy_nodes,numpy numpy==2.0.0,ComfyUI_CrossImageAttention:numpy==1.24.1; ComfyUI-LivePortrait_v2:numpy==1.26.4; ComfyUI-Turtle_Graphics_Demos:numpy==1.26.4; ComfyUI-LivePortrait_v3:numpy==1.26.4; FireRedTTS-ComfyUI:numpy==1.26.4; diffusion360_comfyui:numpy==1.23.5; ComfyUI-aichemy-nodes:numpy==1.26.3; ComfyUI-MARS5-TTS:numpy==1.26.4; ComfyUI-SceneGenerator:numpy==1.23.1; comfyui-colorwheel:numpy==1.26.4; ComfyUI_MaskGCT:numpy==1.26.0; comfyui-unianimate-w:numpy==1.26.0; Gecco-Discord-Autosend:numpy==1.24.3; katalist-ai_comfyUI-nsfw-detection:numpy==1.26.4; comfyui-impact-subpack:numpy==1.26.4; F5-TTS-ComfyUI:numpy==1.26.4; comfyui-reactor:numpy==1.26.3; ComfyUI-Allegro:numpy==1.24.4; comfyui-stringsandthings:numpy==1.26.4; Comfyui_CXH_Phi_3.5:numpy==1.24.4; ComfyUI-StyleStudio:numpy==1.26.4; comfyui_visual_anagrams:numpy==1.23.5; FitDiT-ComfyUI:numpy==1.23.0; StableDesign-for-ComfyUI:numpy==1.26.4; ComfyUI-AutoTrimBG:numpy==1.21.2; comfyui_glm4_wrapper:numpy==1.26.4; interior-design-for-comfyui:numpy==1.26.4; ComfyUI-DeepFuze:numpy==1.26.4; sketch2manga:numpy==1.26.4; ViewCrafter-ComfyUI:numpy==1.23.5; ComfyUI-RVC:numpy==1.23.5; sd-lora-trainer:numpy==1.26.4; comfyui-triposg:numpy==1.22.3; comfyui_slk_joy_caption_two:numpy==1.26.4; ComfyUI_SemanticSAM:numpy==1.23.5
